"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","QGDP","VOLIDX","IDX","Q","2008-Q2",91.9,
"OECD","QGDP","VOLIDX","IDX","Q","2008-Q3",91.4,
"OECD","QGDP","VOLIDX","IDX","Q","2008-Q4",89.6,
"OECD","QGDP","VOLIDX","IDX","Q","2009-Q1",87.5,
"OECD","QGDP","VOLIDX","IDX","Q","2009-Q2",87.7,
"OECD","QGDP","VOLIDX","IDX","Q","2009-Q3",88.2,
"OECD","QGDP","VOLIDX","IDX","Q","2009-Q4",89,
"OECD","QGDP","VOLIDX","IDX","Q","2010-Q1",89.5,
"OECD","QGDP","VOLIDX","IDX","Q","2010-Q2",90.5,
"OECD","QGDP","VOLIDX","IDX","Q","2010-Q3",91.3,
"OECD","QGDP","VOLIDX","IDX","Q","2010-Q4",91.8,
"OECD","QGDP","VOLIDX","IDX","Q","2011-Q1",92.1,
"OECD","QGDP","VOLIDX","IDX","Q","2011-Q2",92.4,
"OECD","QGDP","VOLIDX","IDX","Q","2011-Q3",92.9,
"OECD","QGDP","VOLIDX","IDX","Q","2011-Q4",93.3,
"OECD","QGDP","VOLIDX","IDX","Q","2012-Q1",93.8,
"OECD","QGDP","VOLIDX","IDX","Q","2012-Q2",93.9,
"OECD","QGDP","VOLIDX","IDX","Q","2012-Q3",94.1,
"OECD","QGDP","VOLIDX","IDX","Q","2012-Q4",94.1,
"OECD","QGDP","VOLIDX","IDX","Q","2013-Q1",94.7,
"OECD","QGDP","VOLIDX","IDX","Q","2013-Q2",95.2,
"OECD","QGDP","VOLIDX","IDX","Q","2013-Q3",95.9,
"OECD","QGDP","VOLIDX","IDX","Q","2013-Q4",96.3,
"OECD","QGDP","VOLIDX","IDX","Q","2014-Q1",96.7,
"OECD","QGDP","VOLIDX","IDX","Q","2014-Q2",97.2,
"OECD","QGDP","VOLIDX","IDX","Q","2014-Q3",97.9,
"OECD","QGDP","VOLIDX","IDX","Q","2014-Q4",98.4,
"OECD","QGDP","VOLIDX","IDX","Q","2015-Q1",99.3,
"OECD","QGDP","VOLIDX","IDX","Q","2015-Q2",99.8,
"OECD","QGDP","VOLIDX","IDX","Q","2015-Q3",100.3,
"OECD","QGDP","VOLIDX","IDX","Q","2015-Q4",100.6,
"OECD","QGDP","VOLIDX","IDX","Q","2016-Q1",101.2,
"OECD","QGDP","VOLIDX","IDX","Q","2016-Q2",101.6,
"OECD","QGDP","VOLIDX","IDX","Q","2016-Q3",102,
"OECD","QGDP","VOLIDX","IDX","Q","2016-Q4",102.8,
"OECD","QGDP","VOLIDX","IDX","Q","2017-Q1",103.4,
"OECD","QGDP","VOLIDX","IDX","Q","2017-Q2",104.2,
"OECD","QGDP","VOLIDX","IDX","Q","2017-Q3",105,
"OECD","QGDP","VOLIDX","IDX","Q","2017-Q4",105.8,
"OECD","QGDP","VOLIDX","IDX","Q","2018-Q1",106.4,
"OECD","QGDP","VOLIDX","IDX","Q","2018-Q2",107.1,
"OECD","QGDP","VOLIDX","IDX","Q","2018-Q3",107.3,
"OECD","QGDP","VOLIDX","IDX","Q","2018-Q4",107.5,
"OECD","QGDP","VOLIDX","IDX","Q","2019-Q1",108.2,
"OECD","QGDP","VOLIDX","IDX","Q","2019-Q2",108.8,
"OECD","QGDP","VOLIDX","IDX","Q","2019-Q3",109.3,
"OECD","QGDP","VOLIDX","IDX","Q","2019-Q4",109.3,
"OECD","QGDP","VOLIDX","IDX","Q","2020-Q1",107.5,
"OECD","QGDP","VOLIDX","IDX","Q","2020-Q2",96.2,
"OECD","QGDP","VOLIDX","IDX","Q","2020-Q3",105.3,
"OECD","QGDP","VOLIDX","IDX","Q","2020-Q4",106.4,
"OECD","QGDP","VOLIDX","IDX","Q","2021-Q1",107.2,
"OECD","QGDP","VOLIDX","IDX","Q","2021-Q2",109,
"OECD","QGDP","VOLIDX","IDX","Q","2021-Q3",110.1,
